Species ID,Common Name,Scientific Name,Family,Category,Status,Elevation Min,Elevation Max,Sensitivity
flora-259,"Gentian (Gentiana sp.)","Gentiana specio-259","Plant Family","Alpine Herb",LC,1295,3504,low
flora-260,"Catmint (Nepeta sp.)","Nepeta specio-260","Plant Family","Herb",LC,1411,2051,low
flora-261,"Sage (Salvia sp.)","Salvia specio-261","Plant Family","Herb",LC,1083,3242,low
flora-262,"Milkvetch (Astragalus sp.)","Astragalus specio-262","Plant Family","Herb/Shrub",LC,1245,1993,low
flora-263,"Sedge (Carex sp.)","Carex specio-263","Plant Family","Sedge",LC,1000,1932,low
flora-264,"Bog Sedge (Kobresia sp.)","Kobresia specio-264","Plant Family","Sedge",LC,2566,3662,low
flora-265,"Willow (Salix sp.)","Salix specio-265","Plant Family","Tree/Shrub",LC,1000,1749,low
flora-266,"Corydalis (Corydalis sp.)","Corydalis specio-266","Plant Family","Herb",VU,1124,2456,medium
flora-267,"Lousewort (Pedicularis sp.)","Pedicularis specio-267","Plant Family","Herb",LC,1936,3708,low
flora-268,"Campion (Silene sp.)","Silene specio-268","Plant Family","Herb",LC,1444,3679,low
flora-269,"Willowherb (Epilobium sp.)","Epilobium specio-269","Plant Family","Herb",NT,1492,2260,low
flora-270,"Buttercup (Ranunculus sp.)","Ranunculus specio-270","Plant Family","Herb",LC,1000,1753,low
flora-271,"Monkshood (Aconitum sp.)","Aconitum specio-271","Plant Family","Herb",LC,1942,2588,low
flora-272,"Windflower (Anemone sp.)","Anemone specio-272","Plant Family","Herb",VU,1472,2793,medium
flora-273,"Knotweed (Polygonum sp.)","Polygonum specio-273","Plant Family","Herb",LC,1000,1983,low
flora-274,"Barberry (Berberis sp.)","Berberis specio-274","Plant Family","Shrub",LC,1291,3148,low
flora-275,"Rhododendron (Rhododendron sp.)","Rhododendron specio-275","Plant Family","Shrub/Tree",VU,2426,4706,medium
flora-276,"Pine (Pinus sp.)","Pinus specio-276","Plant Family","Tree",LC,1000,3101,low
flora-277,"Fir (Abies sp.)","Abies specio-277","Plant Family","Tree",LC,1998,4125,low
flora-278,"Spruce (Picea sp.)","Picea specio-278","Plant Family","Tree",LC,1250,1916,low
flora-279,"Juniper (Juniperus sp.)","Juniperus specio-279","Plant Family","Tree/Shrub",LC,1651,2159,low
flora-280,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-280","Plant Family","Herb/Shrub",LC,1306,1888,low
flora-281,"Saw-wort (Saussurea sp.)","Saussurea specio-281","Plant Family","Alpine Herb",LC,2696,4755,low
flora-282,"Fescue Grass (Festuca sp.)","Festuca specio-282","Plant Family","Grass",LC,1500,3298,low
flora-283,"Bluegrass (Poa sp.)","Poa specio-283","Plant Family","Grass",LC,1111,1660,low
flora-284,"Feather Grass (Stipa sp.)","Stipa specio-284","Plant Family","Grass",LC,2092,3242,low
flora-285,"Cinquefoil (Potentilla sp.)","Potentilla specio-285","Plant Family","Herb",LC,1698,2678,low
flora-286,"Wild Rose (Rosa sp.)","Rosa specio-286","Plant Family","Shrub",LC,1144,2158,low
flora-287,"Bramble/Raspberry (Rubus sp.)","Rubus specio-287","Plant Family","Shrub/Climber",LC,1000,1664,low
flora-288,"Primrose (Primula sp.)","Primula specio-288","Plant Family","Alpine Herb",CR,2294,3552,critical
flora-289,"Rock Jasmine (Androsace sp.)","Androsace specio-289","Plant Family","Alpine Herb",LC,2987,5256,low
flora-290,"Gentian (Gentiana sp.)","Gentiana specio-290","Plant Family","Alpine Herb",LC,1791,2541,low
flora-291,"Catmint (Nepeta sp.)","Nepeta specio-291","Plant Family","Herb",EN,1451,2950,high
flora-292,"Sage (Salvia sp.)","Salvia specio-292","Plant Family","Herb",LC,1010,2642,low
flora-293,"Milkvetch (Astragalus sp.)","Astragalus specio-293","Plant Family","Herb/Shrub",LC,1193,2134,low
flora-294,"Sedge (Carex sp.)","Carex specio-294","Plant Family","Sedge",LC,1000,3174,low
flora-295,"Bog Sedge (Kobresia sp.)","Kobresia specio-295","Plant Family","Sedge",LC,1380,2565,low
flora-296,"Willow (Salix sp.)","Salix specio-296","Plant Family","Tree/Shrub",LC,1000,2107,low
flora-297,"Corydalis (Corydalis sp.)","Corydalis specio-297","Plant Family","Herb",LC,1070,2789,low
flora-298,"Lousewort (Pedicularis sp.)","Pedicularis specio-298","Plant Family","Herb",VU,1710,2725,medium
flora-299,"Campion (Silene sp.)","Silene specio-299","Plant Family","Herb",LC,1303,2713,low
flora-300,"Willowherb (Epilobium sp.)","Epilobium specio-300","Plant Family","Herb",LC,1447,3674,low
flora-301,"Buttercup (Ranunculus sp.)","Ranunculus specio-301","Plant Family","Herb",LC,1000,2470,low
flora-302,"Monkshood (Aconitum sp.)","Aconitum specio-302","Plant Family","Herb",LC,2433,4103,low
flora-303,"Windflower (Anemone sp.)","Anemone specio-303","Plant Family","Herb",LC,1235,2836,low
flora-304,"Knotweed (Polygonum sp.)","Polygonum specio-304","Plant Family","Herb",LC,1000,1957,low
flora-305,"Barberry (Berberis sp.)","Berberis specio-305","Plant Family","Shrub",LC,1002,2550,low
flora-306,"Rhododendron (Rhododendron sp.)","Rhododendron specio-306","Plant Family","Shrub/Tree",LC,1954,4234,low
flora-307,"Pine (Pinus sp.)","Pinus specio-307","Plant Family","Tree",LC,1000,2768,low
flora-308,"Fir (Abies sp.)","Abies specio-308","Plant Family","Tree",LC,1722,2852,low
flora-309,"Spruce (Picea sp.)","Picea specio-309","Plant Family","Tree",LC,1667,3692,low
flora-310,"Juniper (Juniperus sp.)","Juniperus specio-310","Plant Family","Tree/Shrub",LC,1057,2245,low
flora-311,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-311","Plant Family","Herb/Shrub",LC,1154,3139,low
flora-312,"Saw-wort (Saussurea sp.)","Saussurea specio-312","Plant Family","Alpine Herb",LC,3216,3921,low
flora-313,"Fescue Grass (Festuca sp.)","Festuca specio-313","Plant Family","Grass",LC,1081,3029,low
flora-314,"Bluegrass (Poa sp.)","Poa specio-314","Plant Family","Grass",LC,1419,3536,low
flora-315,"Feather Grass (Stipa sp.)","Stipa specio-315","Plant Family","Grass",LC,2485,4418,low
flora-316,"Cinquefoil (Potentilla sp.)","Potentilla specio-316","Plant Family","Herb",LC,1344,3831,low
flora-317,"Wild Rose (Rosa sp.)","Rosa specio-317","Plant Family","Shrub",CR,1240,2114,critical
flora-318,"Bramble/Raspberry (Rubus sp.)","Rubus specio-318","Plant Family","Shrub/Climber",LC,1000,2854,low
flora-319,"Primrose (Primula sp.)","Primula specio-319","Plant Family","Alpine Herb",LC,2304,3841,low
flora-320,"Rock Jasmine (Androsace sp.)","Androsace specio-320","Plant Family","Alpine Herb",LC,2139,4411,low
flora-321,"Gentian (Gentiana sp.)","Gentiana specio-321","Plant Family","Alpine Herb",LC,1290,3019,low
flora-322,"Catmint (Nepeta sp.)","Nepeta specio-322","Plant Family","Herb",LC,1283,3188,low
flora-323,"Sage (Salvia sp.)","Salvia specio-323","Plant Family","Herb",EN,1393,2600,high
flora-324,"Milkvetch (Astragalus sp.)","Astragalus specio-324","Plant Family","Herb/Shrub",VU,1196,3205,medium
flora-325,"Sedge (Carex sp.)","Carex specio-325","Plant Family","Sedge",LC,1000,2222,low
flora-326,"Bog Sedge (Kobresia sp.)","Kobresia specio-326","Plant Family","Sedge",LC,2351,3863,low
flora-327,"Willow (Salix sp.)","Salix specio-327","Plant Family","Tree/Shrub",LC,1000,1529,low
flora-328,"Corydalis (Corydalis sp.)","Corydalis specio-328","Plant Family","Herb",LC,1488,2077,low
flora-329,"Lousewort (Pedicularis sp.)","Pedicularis specio-329","Plant Family","Herb",NT,1876,2989,low
flora-330,"Campion (Silene sp.)","Silene specio-330","Plant Family","Herb",LC,1361,1913,low
flora-331,"Willowherb (Epilobium sp.)","Epilobium specio-331","Plant Family","Herb",LC,1216,3531,low
flora-332,"Buttercup (Ranunculus sp.)","Ranunculus specio-332","Plant Family","Herb",CR,1000,3269,critical
flora-333,"Monkshood (Aconitum sp.)","Aconitum specio-333","Plant Family","Herb",LC,1640,2595,low
flora-334,"Windflower (Anemone sp.)","Anemone specio-334","Plant Family","Herb",LC,1506,3633,low
flora-335,"Knotweed (Polygonum sp.)","Polygonum specio-335","Plant Family","Herb",LC,1000,3186,low
flora-336,"Barberry (Berberis sp.)","Berberis specio-336","Plant Family","Shrub",LC,1218,2327,low
flora-337,"Rhododendron (Rhododendron sp.)","Rhododendron specio-337","Plant Family","Shrub/Tree",LC,1032,2223,low
flora-338,"Pine (Pinus sp.)","Pinus specio-338","Plant Family","Tree",LC,1000,2780,low
flora-339,"Fir (Abies sp.)","Abies specio-339","Plant Family","Tree",LC,1085,1966,low
flora-340,"Spruce (Picea sp.)","Picea specio-340","Plant Family","Tree",LC,1027,2742,low
flora-341,"Juniper (Juniperus sp.)","Juniperus specio-341","Plant Family","Tree/Shrub",LC,1653,3606,low
flora-342,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-342","Plant Family","Herb/Shrub",LC,1251,3685,low
flora-343,"Saw-wort (Saussurea sp.)","Saussurea specio-343","Plant Family","Alpine Herb",CR,2442,3255,critical
flora-344,"Fescue Grass (Festuca sp.)","Festuca specio-344","Plant Family","Grass",LC,1062,3367,low
flora-345,"Bluegrass (Poa sp.)","Poa specio-345","Plant Family","Grass",LC,1234,2586,low
flora-346,"Feather Grass (Stipa sp.)","Stipa specio-346","Plant Family","Grass",LC,1175,3294,low
flora-347,"Cinquefoil (Potentilla sp.)","Potentilla specio-347","Plant Family","Herb",LC,1108,2485,low
flora-348,"Wild Rose (Rosa sp.)","Rosa specio-348","Plant Family","Shrub",LC,1069,3188,low
flora-349,"Bramble/Raspberry (Rubus sp.)","Rubus specio-349","Plant Family","Shrub/Climber",LC,1000,2933,low
flora-350,"Primrose (Primula sp.)","Primula specio-350","Plant Family","Alpine Herb",LC,2242,3703,low
flora-351,"Rock Jasmine (Androsace sp.)","Androsace specio-351","Plant Family","Alpine Herb",LC,2371,4195,low
flora-352,"Gentian (Gentiana sp.)","Gentiana specio-352","Plant Family","Alpine Herb",LC,1265,3246,low
flora-353,"Catmint (Nepeta sp.)","Nepeta specio-353","Plant Family","Herb",EN,1322,3614,high
flora-354,"Sage (Salvia sp.)","Salvia specio-354","Plant Family","Herb",LC,1311,1986,low
flora-355,"Milkvetch (Astragalus sp.)","Astragalus specio-355","Plant Family","Herb/Shrub",LC,1003,2030,low
flora-356,"Sedge (Carex sp.)","Carex specio-356","Plant Family","Sedge",LC,1000,3280,low
flora-357,"Bog Sedge (Kobresia sp.)","Kobresia specio-357","Plant Family","Sedge",LC,1913,3832,low
flora-358,"Willow (Salix sp.)","Salix specio-358","Plant Family","Tree/Shrub",LC,1000,3247,low
flora-359,"Corydalis (Corydalis sp.)","Corydalis specio-359","Plant Family","Herb",LC,1965,2629,low
flora-360,"Lousewort (Pedicularis sp.)","Pedicularis specio-360","Plant Family","Herb",LC,1824,3484,low
flora-361,"Campion (Silene sp.)","Silene specio-361","Plant Family","Herb",LC,1413,3907,low
flora-362,"Willowherb (Epilobium sp.)","Epilobium specio-362","Plant Family","Herb",LC,1229,2219,low
flora-363,"Buttercup (Ranunculus sp.)","Ranunculus specio-363","Plant Family","Herb",LC,1000,3000,low
flora-364,"Monkshood (Aconitum sp.)","Aconitum specio-364","Plant Family","Herb",LC,1929,4265,low
flora-365,"Windflower (Anemone sp.)","Anemone specio-365","Plant Family","Herb",LC,1688,2792,low
flora-366,"Knotweed (Polygonum sp.)","Polygonum specio-366","Plant Family","Herb",LC,1000,2161,low
flora-367,"Barberry (Berberis sp.)","Berberis specio-367","Plant Family","Shrub",LC,1093,3468,low
flora-368,"Rhododendron (Rhododendron sp.)","Rhododendron specio-368","Plant Family","Shrub/Tree",LC,1325,2399,low
flora-369,"Pine (Pinus sp.)","Pinus specio-369","Plant Family","Tree",LC,1000,2066,low
flora-370,"Fir (Abies sp.)","Abies specio-370","Plant Family","Tree",EN,1377,2737,high
flora-371,"Spruce (Picea sp.)","Picea specio-371","Plant Family","Tree",LC,1332,3025,low
flora-372,"Juniper (Juniperus sp.)","Juniperus specio-372","Plant Family","Tree/Shrub",EN,1694,2289,high
flora-373,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-373","Plant Family","Herb/Shrub",VU,1288,3168,medium
flora-374,"Saw-wort (Saussurea sp.)","Saussurea specio-374","Plant Family","Alpine Herb",LC,1468,2455,low
flora-375,"Fescue Grass (Festuca sp.)","Festuca specio-375","Plant Family","Grass",LC,1303,2195,low
flora-376,"Bluegrass (Poa sp.)","Poa specio-376","Plant Family","Grass",LC,1167,2286,low
flora-377,"Feather Grass (Stipa sp.)","Stipa specio-377","Plant Family","Grass",LC,2051,2817,low
flora-378,"Cinquefoil (Potentilla sp.)","Potentilla specio-378","Plant Family","Herb",CR,1060,2046,critical
flora-379,"Wild Rose (Rosa sp.)","Rosa specio-379","Plant Family","Shrub",LC,1022,3218,low
flora-380,"Bramble/Raspberry (Rubus sp.)","Rubus specio-380","Plant Family","Shrub/Climber",LC,1000,2706,low
flora-381,"Primrose (Primula sp.)","Primula specio-381","Plant Family","Alpine Herb",LC,1380,3008,low
flora-382,"Rock Jasmine (Androsace sp.)","Androsace specio-382","Plant Family","Alpine Herb",LC,1273,3136,low
flora-383,"Gentian (Gentiana sp.)","Gentiana specio-383","Plant Family","Alpine Herb",NT,1587,3443,low
flora-384,"Catmint (Nepeta sp.)","Nepeta specio-384","Plant Family","Herb",LC,1142,2599,low
flora-385,"Sage (Salvia sp.)","Salvia specio-385","Plant Family","Herb",LC,1196,2549,low
flora-386,"Milkvetch (Astragalus sp.)","Astragalus specio-386","Plant Family","Herb/Shrub",LC,1003,3263,low
flora-387,"Sedge (Carex sp.)","Carex specio-387","Plant Family","Sedge",LC,1000,2140,low
flora-388,"Bog Sedge (Kobresia sp.)","Kobresia specio-388","Plant Family","Sedge",LC,1269,2891,low
flora-389,"Willow (Salix sp.)","Salix specio-389","Plant Family","Tree/Shrub",LC,1000,3326,low
flora-390,"Corydalis (Corydalis sp.)","Corydalis specio-390","Plant Family","Herb",NT,1849,3603,low
flora-391,"Lousewort (Pedicularis sp.)","Pedicularis specio-391","Plant Family","Herb",LC,1847,3107,low
flora-392,"Campion (Silene sp.)","Silene specio-392","Plant Family","Herb",LC,1335,3828,low
flora-393,"Willowherb (Epilobium sp.)","Epilobium specio-393","Plant Family","Herb",LC,1084,2142,low
flora-394,"Buttercup (Ranunculus sp.)","Ranunculus specio-394","Plant Family","Herb",LC,1000,3443,low
flora-395,"Monkshood (Aconitum sp.)","Aconitum specio-395","Plant Family","Herb",NT,2183,3234,low
flora-396,"Windflower (Anemone sp.)","Anemone specio-396","Plant Family","Herb",LC,1718,3143,low
flora-397,"Knotweed (Polygonum sp.)","Polygonum specio-397","Plant Family","Herb",NT,1000,2482,low
flora-398,"Barberry (Berberis sp.)","Berberis specio-398","Plant Family","Shrub",LC,1088,1951,low
flora-399,"Rhododendron (Rhododendron sp.)","Rhododendron specio-399","Plant Family","Shrub/Tree",LC,1416,3213,low
flora-400,"Pine (Pinus sp.)","Pinus specio-400","Plant Family","Tree",LC,1000,3184,low
flora-401,"Fir (Abies sp.)","Abies specio-401","Plant Family","Tree",LC,1964,2844,low
flora-402,"Spruce (Picea sp.)","Picea specio-402","Plant Family","Tree",LC,1677,2896,low
flora-403,"Juniper (Juniperus sp.)","Juniperus specio-403","Plant Family","Tree/Shrub",CR,2003,4381,critical
flora-404,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-404","Plant Family","Herb/Shrub",LC,1081,1780,low
flora-405,"Saw-wort (Saussurea sp.)","Saussurea specio-405","Plant Family","Alpine Herb",CR,2656,4180,critical
flora-406,"Fescue Grass (Festuca sp.)","Festuca specio-406","Plant Family","Grass",LC,1406,3206,low
flora-407,"Bluegrass (Poa sp.)","Poa specio-407","Plant Family","Grass",LC,1221,3115,low
flora-408,"Feather Grass (Stipa sp.)","Stipa specio-408","Plant Family","Grass",NT,2130,4107,low
flora-409,"Cinquefoil (Potentilla sp.)","Potentilla specio-409","Plant Family","Herb",LC,1510,2370,low
flora-410,"Wild Rose (Rosa sp.)","Rosa specio-410","Plant Family","Shrub",CR,1166,3633,critical
flora-411,"Bramble/Raspberry (Rubus sp.)","Rubus specio-411","Plant Family","Shrub/Climber",LC,1000,1547,low
flora-412,"Primrose (Primula sp.)","Primula specio-412","Plant Family","Alpine Herb",LC,2376,4092,low
flora-413,"Rock Jasmine (Androsace sp.)","Androsace specio-413","Plant Family","Alpine Herb",LC,2592,3753,low
flora-414,"Gentian (Gentiana sp.)","Gentiana specio-414","Plant Family","Alpine Herb",LC,1145,1646,low
flora-415,"Catmint (Nepeta sp.)","Nepeta specio-415","Plant Family","Herb",CR,1081,2770,critical
flora-416,"Sage (Salvia sp.)","Salvia specio-416","Plant Family","Herb",CR,1378,1990,critical
flora-417,"Milkvetch (Astragalus sp.)","Astragalus specio-417","Plant Family","Herb/Shrub",LC,1298,3203,low
flora-418,"Sedge (Carex sp.)","Carex specio-418","Plant Family","Sedge",LC,1000,3473,low
flora-419,"Bog Sedge (Kobresia sp.)","Kobresia specio-419","Plant Family","Sedge",NT,1071,2437,low
flora-420,"Willow (Salix sp.)","Salix specio-420","Plant Family","Tree/Shrub",NT,1000,3353,low
flora-421,"Corydalis (Corydalis sp.)","Corydalis specio-421","Plant Family","Herb",LC,1864,2769,low
flora-422,"Lousewort (Pedicularis sp.)","Pedicularis specio-422","Plant Family","Herb",EN,1126,3176,high
flora-423,"Campion (Silene sp.)","Silene specio-423","Plant Family","Herb",EN,1418,2639,high
flora-424,"Willowherb (Epilobium sp.)","Epilobium specio-424","Plant Family","Herb",LC,1333,2851,low
flora-425,"Buttercup (Ranunculus sp.)","Ranunculus specio-425","Plant Family","Herb",LC,1000,3400,low
flora-426,"Monkshood (Aconitum sp.)","Aconitum specio-426","Plant Family","Herb",NT,1427,2283,low
flora-427,"Windflower (Anemone sp.)","Anemone specio-427","Plant Family","Herb",LC,1992,3833,low
flora-428,"Knotweed (Polygonum sp.)","Polygonum specio-428","Plant Family","Herb",LC,1000,2862,low
flora-429,"Barberry (Berberis sp.)","Berberis specio-429","Plant Family","Shrub",LC,1413,2176,low
flora-430,"Rhododendron (Rhododendron sp.)","Rhododendron specio-430","Plant Family","Shrub/Tree",LC,2479,4176,low
flora-431,"Pine (Pinus sp.)","Pinus specio-431","Plant Family","Tree",LC,1000,2253,low
flora-432,"Fir (Abies sp.)","Abies specio-432","Plant Family","Tree",LC,1830,2467,low
flora-433,"Spruce (Picea sp.)","Picea specio-433","Plant Family","Tree",LC,1649,2989,low
flora-434,"Juniper (Juniperus sp.)","Juniperus specio-434","Plant Family","Tree/Shrub",CR,1238,2497,critical
flora-435,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-435","Plant Family","Herb/Shrub",LC,1085,2385,low
flora-436,"Saw-wort (Saussurea sp.)","Saussurea specio-436","Plant Family","Alpine Herb",LC,2595,4929,low
flora-437,"Fescue Grass (Festuca sp.)","Festuca specio-437","Plant Family","Grass",LC,1017,2290,low
flora-438,"Bluegrass (Poa sp.)","Poa specio-438","Plant Family","Grass",LC,1229,2854,low
flora-439,"Feather Grass (Stipa sp.)","Stipa specio-439","Plant Family","Grass",LC,1788,4073,low
flora-440,"Cinquefoil (Potentilla sp.)","Potentilla specio-440","Plant Family","Herb",LC,1778,2911,low
flora-441,"Wild Rose (Rosa sp.)","Rosa specio-441","Plant Family","Shrub",LC,1439,2210,low
flora-442,"Bramble/Raspberry (Rubus sp.)","Rubus specio-442","Plant Family","Shrub/Climber",LC,1000,2925,low
flora-443,"Primrose (Primula sp.)","Primula specio-443","Plant Family","Alpine Herb",LC,1399,2946,low
flora-444,"Rock Jasmine (Androsace sp.)","Androsace specio-444","Plant Family","Alpine Herb",LC,1719,3934,low
flora-445,"Gentian (Gentiana sp.)","Gentiana specio-445","Plant Family","Alpine Herb",LC,2493,4707,low
flora-446,"Catmint (Nepeta sp.)","Nepeta specio-446","Plant Family","Herb",EN,1303,3077,high
flora-447,"Sage (Salvia sp.)","Salvia specio-447","Plant Family","Herb",VU,1499,3300,medium
flora-448,"Milkvetch (Astragalus sp.)","Astragalus specio-448","Plant Family","Herb/Shrub",LC,1496,3824,low
flora-449,"Sedge (Carex sp.)","Carex specio-449","Plant Family","Sedge",EN,1000,2368,high
flora-450,"Bog Sedge (Kobresia sp.)","Kobresia specio-450","Plant Family","Sedge",LC,2946,5022,low
flora-451,"Willow (Salix sp.)","Salix specio-451","Plant Family","Tree/Shrub",LC,1000,3470,low
flora-452,"Corydalis (Corydalis sp.)","Corydalis specio-452","Plant Family","Herb",LC,1050,1912,low
flora-453,"Lousewort (Pedicularis sp.)","Pedicularis specio-453","Plant Family","Herb",LC,2305,4396,low
flora-454,"Campion (Silene sp.)","Silene specio-454","Plant Family","Herb",LC,1495,2467,low
